Unnamed: 0,id,cluster_id,type,decision_text,date_filed,scdb_decision_direction
2538,102455,102455,010combined,"In this paper, Justice Roberts defends Archibald Bull's death and argues that the partnership agreement provided for the survivors to continue the firm for one year after his death. This arrangement was intended to protect the interests of the deceased partners in the event of their death. The executor included only the decedent's share of earnings on the estate tax return; the commissioner calculated the amount as a result of an increase in the interest received by the partner during his lifetime. However, when the executor tried to claim the same amount as the income tax due at the time of the lawsuit, the court found that the amount was not counted as income because it was ""collus."" Therefore, the petitioner claimed that the portion of the profit paid to the dead partner was both income and tax. The Court disagreed with the Commissioner's assessment of the amount but held that the right to earn profits was distinct from the actual receipt of the money. Finally, the government conceded that the use of funds accruing tothe estate could not be considered either as capital or as revenue. It is furthermore decided that the statute of limitation prohibits the collection of taxes until the debt is paid.",1935-04-29,1.0
2539,102456,102456,010combined,"The New York City Railroad Company condemns a nine-hundred-feet stretch of the elevated railway system, which is condemned to be demolished in court proceedings. The owner of the railroad company, a fee owner, and a receiver are not satisfied with the award for damages. They appeal to the Supreme Court as to whether the spur was ""necesary and convenient"" for the public use or whether it constitutes ""an impedicment or obstruction."" The state court finds that the spur is no longer necessary and must be condemned. The abutters argue that the value should have been paid for at least as long as the easements had been acquired by the railroad before they were taken down. The courts disagree on several points, including the value of private easements; the value required to be paid when the railroad is removed; and the value needed to be realized when the property is abandoned.",1935-04-29,2.0
2546,102539,102539,010combined,"The Supreme Court argues that the tax on oil produced by Osage tribes is not within Congress's consent and therefore must be collected as an uncontrastitutional burden. The legislature passed a law in 1915 that imposes a 3% production tax on all oil produced in the state. It also provides that one third of the revenue collected will be returned to the state for highway construction and maintenance. Congress, however, removed the limitation on the tax from the bill because it was believed that this tax would benefit the Indians more than the other taxes. In order to remove the limitation, Congress had to amend the bill so that only the tax could be levied at a per-centum of the actual value of the product. Thus, the tax does not conform with the congressional consent; instead, it is calculated in terms of gross value.",1936-01-06,2.0
2549,9418864,102500,020lead,"The case is brought by a bankruptcy receiver of an uninsolvent company to recover the proceeds of stock and mortgage notes that were misrepresented as collateral for the purchase of gas fields. The debtors are charged with defrauding their creditors, but the court dismisses the charge on the grounds that it was not inconclusive. The only legitimate inference drawn from the evidence is that the value at which the property was appraised was less than the cost; therefore, the company becomes crippled when the proceeds are devoted to using the promoter's allies.",1935-11-11,2.0
2550,9418865,102500,040dissent,"In this brief, Justice Roberts argues that the court should be able to overrule the district court's decision in favor of the promoter-affairds. The court disagrees with the District Court's opinion that the property is not worth the money they paid for it. It also dismisses the claim that Furlaud and Company, as an agent for the company, was responsible for the purchase and sale of the stocks and bonds issued by the company. Although the charges against Furlaud are unfounded, the court finds no basis for denying the charge because there is no allegation at all that the sellers misled the terms of the contract. The case goes on to state that the promoteers paid themselves an ""exorbitant"" price in stock, notes, cash, and other property which they turn over to the company they promoted. This means that the proceeds from the sale of these assets will go directly to the creditors who have been affected by the fraud.",1935-11-11,1.0
2551,102501,102501,010combined,"In this case, Justice Brandeis defends the order that prescribes standard containers for fruit and vegetables. The order prohibits the sale of certain types of goods in any form or shape unless it meets the prescribed size and form. It also prohibits interstate commerce from using the order as a source of information about the product's quality. Justice Branderis responds to the plaintiff's claim that the order violated the rights of the Constitution because it is ""argumental, capricous, and not reasonable necessary for the accomplishing any legitimate purpose"" of the police force. He furthermore contends that the ordering does not burden state commerce because it only applies to products sold in the state by packers who sell raspberries and strawberry.",1935-11-18,2.0
2552,102502,102502,010combined,"

  Per Curiam.
 

  This is a suit to restrain the enforcement of an order of the Interstate Commerce Commission, made February 7, 1935, relating to rates for the transportation of coal from mines in Kentucky and West Virginia, respectively, and requiring the establishment of rates, as described, in order to remove an undue prejudice found to result from
   
   *188
   
  existing rates. 201 I. C. C. 165; 206 I. C. C. 445. Upon the hearing by the District Court, composed of three judges, the injunction was denied and the bill of complaint dismissed, but a restraining order was entered staying the enforcement of the Commission’s order pending appeal to this Court. 11 F. Supp. 588. The Railway Company and intervening shippers appeal from so much of the decree as denied the injunction and dismissed the bill of complaint, and the United States, the Interstate Commerce Commission, and others, appeal from that part of the decree which stayed the enforcement of the Commission’s order.
 

  This Court, upon an examination of the record, agrees with the conclusion of the District Court that the order in question was sustained by findings of the Commission acting within its statutory authority and that these findings were adequately supported by evidence. The decree denying injunction and dismissing the bill of complaint is affirmed.
  
   Texas & New Orleans R. Co.
  
  v.
  
   United States,
  
  295 U. S. 395.
 

  This disposition of the case makes it unnecessary to pass upon that portion of the decree which stayed the enforcement of the Commission’s order. See
  
   Virginian Ry. Co.
  
  v.
  
   United States,
  
  272 U. S. 658.
 


   Affirmed.
  

",1935-11-25,2.0
2553,102503,102503,010combined,"In this case, the district court is acquitted of three counts of treason under the terms of the Warehouse Act. The first charge is that the accused removes and steals a certain number of bales of cotton from an in-licensed warehouse. The second charge is for defrauding the owner of the cotton. The third charge is charged with removing and stealing agricultural products from any licensed warehouse. Because the charges do not allege that the product was actually stored in interstate commerce or foreign commerce as required by the statute, it does not matter whether Congress tried to enforce the law against the states or federal merchants.",1935-12-09,2.0
2554,102506,102506,010combined,"This case concerns the constitutionality of the 1918 tax provisions, which provide for the value of a decedent's gross estate to be determined by accounting for the proceeds of his life insurance policies. The executors are the executers of the will from King Upton who died while the Act was in force and had survived his wife. Prior to the passing of the act, four life insurance companies were issued to him; one issued in 1904, provided that his wife survives him. In 1905, the decedent assigned these four life plans to his wife ""provided she survives"" him. The court decided that the policy was not subject to the taxes under the act because it was only transactions taking place later. However, the court found that the terms of these policies were identical to those contained in the contract with Frick. It furthermore held that the laws were not to be applied to cases which took place before the passage of this act.",1935-12-09,1.0
2557,102510,102510,010combined,"In this case, the question is whether a claim against the lessee's store building that has been redeemed by the bankruptcy can be proved provable under the terms of the lease. Although the court initially rejected the claim, it later reversed its decision and granted the petitioner's motion to reduce the claim to $1,000. The court held that the claim was not ""provable."" However, the court did find that the specific basis on which the claim could be proved was not valid.",1935-12-09,2.0
2558,102512,102512,010combined,"In this case, the Supreme Court ruled that the docks commission must charge a fee to the plaintiff because it is ""a duty of tongnage"" or an ""unwarrantled burden on state commerce."" The court disagrees with the owner of the appealant, but finds that the fee is reasonable and does not violate the Constitution's prohibition against states imposing duties on interstate merchants.",1935-12-09,2.0
2564,102519,102519,010combined,"Petitioners challenge the tax on a trust that they have declared as an ""association."" The court finds that the trust is not a pure trust, but an association. Because of the nature of its business activities, the petitioners are not liable to pay taxes as an association; instead, they are deemed members of some kind. They do not have any control over the management or control of the business. However, the court decides that this type of organization does not need to be controlled by the beneficiaries because it can be associated with similar powers than those in a company for carrying on business enterprise.",1935-12-16,2.0
2565,102521,102521,010combined,"In this case, the Court ruled that the tax was a form of association and not a ""trunk"" because it did not hold meetings or deal with particular forms of business. The court further held that the trust was created as an association for the purpose of financing and drilling a well in order to pay off its legal obligations. The beneficiaries were all persons who may have or acquire portions from the entire beneficial interest. The company assigned E. Combes and Edwardeverett over a certain amount of equipment and materials. The whole beneficial interest was defined as 25 percent of Gross production. The beneficiary had to be paid his pro-rata shares after deduction for lawful trust obligation. Thirteen people named as beneficiaries contributed the sum above stated. The Trust was created by the Hub Oil Co., a Califan company owned by the California oil and gas leasing company. The agreement contained provisions for the trustees to hold property rights, use the money deposited by the beneficiaries to pay labor, casping and other materials incidents to drilling and producing, to manage/protect the trust property; to pay ""trust debts,"" sell all products under the well, borrow money upon credit of the contract, and sell any unsold beneficialinterests as they might decide best for trust terms. The trusteeships were not personally liable but were not individually liable. They sold the lease on the proceeds of the sale of product. After the term of the trust ended, the beneficiaries no longer held meetings nor did they sign any documents. This is not considered sufficient proof that an association exists.",1935-12-16,2.0
2568,102524,102524,010combined,"The Minnesota Tea Company appeals to the Court for reversals on its deficiencies. The court finds that the transaction out which the assessment was arose did not constitute a ""merger or consolidation"" within the definition of recapitalization. The Board of tax Appeals, however, reverses the decision and concludes that there was no such transaction.",1935-12-16,1.0
2570,102526,102526,010combined,"

  Mr. Justice McReynolds
 

  delivered the opinion of the Court.
 

  The petitioner contests the validity of a deficiency assessment for 1929 income taxes. It maintains that the transaction out of which the alleged gains arose amounted to a reorganization within the intendment of § 112 (i) (1) (A), Revenue Act, 1928.
  
   †
  


  The court below was of opinion that the transaction involved amounted to a sale of the assets and business of the taxpayer. In November, 1929, petitioner transferred what the Board of Tax Appeals seems to have assumed was substantially all of its assets to the Kraft-Phenix Cheese Corporation and received therefor $200,000 in cash and 17,250 shares common stock of the purchaser, then worth possibly thirty dollars per share. After the trans
   
   *391
   
  fer, the taxpayer remained in existence and continued to do business. It also retained assets of undisclosed value, namely, shares of certain subsidiary corporations and some other property. If the claim of the taxpayer that the transfer included substantially all its property is correct, then we think what was done amounted to a reorganization within the statute. The facts in respect of this were not found by the Board of Tax Appeals, and the cause must be returned there in order that the omission may be supplied. The mere fact that the taxpayer and its subsidiaries continued actively in business would not defeat the claim of reorganization. The ownership of the stock in the Kraft-Phenix Cheese Corporation gave the taxpayer a substantial and continuing interest in the affairs of that corporation.
 

  The judgment of the court below is reversed. The cause will be remanded to the Circuit Court of Appeals with direction to that Court to remand the case to the Board of Tax Appeals for determination of the value of the retained assets and such further proceedings as may be necessary.
 


   Reversed.
  



   †
  

   Margin of opinion in
   
    Helvering
   
   v.
   
    Minnesota Tea Co., ante,
   
   p. 378.
  
",1935-12-16,1.0
2571,102527,102527,010combined,"

  Mr. Justice McReynolds
 

  delivered the opinion of the Court.
 

  Petitioner — Bus and Transport Securities Corporation — challenges a deficiency income tax assessment for 1929, and says that the transaction from which the alleged taxable gain arose was reorganization within § 112, Rev. Act, 1928. Paragraphs (b) (4), (i) (1) and (i) (2) are specially relied upon.
  
   †
  


  Jacobus owned practically all shares of two corporations, herein designated “A” and
  
   “ B,”
  
  which operated bus lines. The Public Service Corporation of New Jersey— the projector — desired to control these lines; and to that end engineered the following plan.
 

  Public Service Coordinated Transport Company, affiliated with the projector, caused the organization of C. Easman Jacobus, Inc., took all the stock and paid therefor by transfering 2500 of the projector’s shares.
 

  Jacobus caused petitioner to be organized and acquired all its stock in exchange for all shares of “A” and “ B ” corporations. Thereafter petitioner transferred to Public Service Coordinated Transport Company these “A” and “ B ” shares and took all shares of C. Easman Jacobus, Inc.
 

  Thus, petitioner, through Jacobus, Inc., came to control 2500 of the projector’s shares. And Public Service
   
   *393
   
  Coordinated Transport Company became owner of all shares of
  
   “A”
  
  and
  
   “
  
  B ” corporations. Through these manipulations, the projector obtained indirect control of corporations
  
   “A”
  
  and “ B ” and the lines which they operate.
 

  The Commissioner, the Board of Tax Appeals, and the Circuit Court of Appeals all rightly concluded that petitioner was not party to a reorganization within the statute. Certain corporate shares owned by it were exchanged for shares which another corporation owned. Neither party to the exchange acquired any definite immediate interest in the other. Nothing here, we think, even remotely resembles either merger or reorganization as commonly understood.
  
   Pinellas Ice Co.
  
  v.
  
   Commissioner,
  
  287 U. S. 462.
 

  The challenged judgment must be
 


   Affirmed.
  



   †
  

   Margin of opinion in
   
    Helvering
   
   v.
   
    Minnesota Tea Co., ante,
   
   p. 378.
  
",1935-12-16,1.0
2572,102528,102528,010combined,"In this paper, Justice Brandeis argues that the lawsuits brought against the New Jersey State tax collectors are not judicial actions because they are ""isolated and distinct proceeding."" The plaintiffs argue that the transfer of the estate is an isolated proceeding; it does not constitute a step into the process of collecting the tax.",1935-12-16,1.0
2576,102531,102531,010combined,"This case involves a lawsuit brought against the state's gas company, the Consolidation Gas Service Company. The federal district court has no jurisdiction over the order of the corporation commission to reduce gas prices in the state. The court finds that there is ""serious uncertainty"" regarding the ability of the state courts to make judicial decisions on such orders. It grants an interlocution injunction and dismisses the suit.",1935-12-23,2.0
2581,9418870,102580,020lead,"Justice Roberts defends the provisions of Chapter 1 of theAgricultural Adjustment act, enacted on August 24, 1932. The purpose of this act is to restore purchasing power to agricultural products at a price that will equal the current average farmer price and give farmers an equal purchasing power. Section 8 allows the Secretary of agriculture to make agreements for reduction of lands or production in order to protect consumers' interest. Section 9 also provides for taxation on any basic agricultural product which must be reduced by contracting with producers or other voluntary methods. In addition, section 9 grants the Secretary authority to issue licenses to permit processors, association of producers and others who engage in interstate trade or foreign commerce. Section 10 authorizes the Secretary to levy a tax as long as it does not exceed the difference between farm prices and fair exchange value. On July 14, 1934, the President proclaims that rental and benefit payment should be made according to cotton. However, the Federal Court reverses the judgment against the millers. The federal government asserts that the law is only a revenue-levying measure intended to raise revenue for support of government; however, the responders are seeking to separate the two parts of the act into two: one levies an excisage on certain commodities and the other approving the public money independently of the original. The Constitution states that the tax cannot be sustained by disregarding the ""avowed Purpose and Operation"" of the Act. The tax acts as part of the plan to regulate American agriculture. It is used to accomplish two things: 1) to help farmers attain parities prices and 2) to aid those who need to reduce their errands during the time required to bring about crop reduction and price raising. The taxes are levied when the Secretary determines that rent or benefit payments shall be made for cutting acreage. If the rate is changed, the merchant may exempt his product. The entire program is to become operational when the national economic crisis ends. The whole revenue raised from the tax is appropriately directed to control agricultural production. Although the petitioners claim that the bill is uncollectible, the court disagrees. The Supreme Court has no power under the Article I clause to challenge legislation without hearing the people's representatives. The courts do not approve or condemn legislative policy. They have only one duty -- to lay down the Article of Confederation beside the statute they are challenging. The judiciary has only one function -- to",1936-01-06,1.0
2582,9418871,102580,040dissent,"In this paper, Justice Stone defends the Constitution's provisions authorizing Congress to impose taxes on farmers. He contends that the tax is invalid because it violates state power by imposing taxes on products that are used as raw material. The Court disagrees with Hamilton and Story's interpretation of the constitution's ""purchase regulation"" of agricultural production. It asserts that Congress has the power to spend money for a specific purpose but does not have the authority to do so through legislative control. If Congress were to use its spending power to influence other government actions, such as raise or lower taxes, then those actions would be unconstitutionally levied. However, if the government were to make purchases in order to influence another government action, such an action would be lawful.",1936-01-06,1.0
2584,102584,102584,010combined,"The case concerns a rice miller who has not paid its taxes for the period of September 1, 1935, and August 24, 1935. The petitioner seeks a court order prohibiting the collector from collecting the taxes. The court refuses to grant an interlocution injunction on the grounds that the respondent lacks adequate remedies at law. The appeal is denied because the petitioner does not have sufficient evidence to support his claim that the act violates the constitution. The district judge grants the request for restraint but dismisses the bill. The other cases are consolidated into one case.",1936-01-13,1.0
2585,102585,102585,010combined,"In this case, the court tries to dismiss a lawsuit brought by a Japanese ship owner against the Norwegian Consul. The court is unable to dismiss the suit because of the provisions in the treaty that prohibit it from being enforced retroactively. It does not matter whether the contract is still in force or not.",1936-02-03,2.0
2586,102586,102586,010combined,"

  Per Curiam.
 

  Appellant is a sub-lessee of lands leased by the State of Louisiana in 1924 to the Terre aux Boeufs Drainage District. The lands had become the property of the State by an adjudication for unpaid taxes of 1911 to 1923. The lease by the State contained a clause that the lease would, end in case the lands were redeemed by the former owner or sold by the State. At the time the lease and sub-lease
   
   *120
   
  were made, the lands could be redeemed only by payment of all taxes, penalties and interest due at the date of redemption. By á subsequent statute, Act No. 161 of 1934, the. legislature of Louisiana permitted redemption on different and less onerous terms, that is, by the payment, on ah installment basis, of the actual taxes for which the property had been adjudicated to the State. Under that statute, certificates for the redemption of the lands in question were issued by the Register of the State Land Office. Appellant then sought
  
   mandamus
  
  to compel the cancellation of the certificates, upon the ground that the Act of 1934 violated the Constitution of the United States in that the act impaired the obligation of appellant’s contract of lease, deprived appellant of its property without due process of law, and denied to appellant the equal protection of the laws. Judgment against the appellant was affirmed by the Supreme Court of the State. That court decided that there was no impairment of the contract as the clause in the original lease, making it subject to redemption, was “free of ambiguity and without limitation as'to the conditions under'which the properties embraced in the lease might be redeemed or sold, or the price to be paid therefor.”
  
   State ex rel. Violet Trapping Co.
  
  v.
  
   Grace,
  
  182 La. 405; 162 So. 26.
 

  While this Court, when the contract clause of the Federal Constitution is invoked, may determine for itself the meaning and effect of the contract
  
   (Larson
  
  v.
  
   South Dakota,
  
  278 U. S. 429, 433;
  
   United States Mortgage Co.
  
  v.
  
   Matthews,
  
  293 U. S. 232, 236), we find no reason for disagreeing with the conclusion reached by the state court. The questions sought to be raised under the due process and equal protection clauses of the Fourteenth Amendment áre without merit.
  
   Bachtel
  
  v.
  
   Wilson,
  
  204 U. S. 36, 41;
  
   Rast
  
  v.
  
   Van Deman & Lewis Co.,
  
  240 U. S. 342, 357;
  
   Sproles
  
  v.
  
   Binford,
  
  286 U. S. 374, 396. The judgment is
 


   Affirmed.
  

",1936-02-03,1.0
2587,102587,102587,010combined,"Tyson is attempting to recover his permanent dis-ability under a War Risk term insurance contract. The court dismisses his claim for want of any jurisdiction because the claimant's discharge from war did not allow him to bring suit within the prescribed period. The Court, however, acquiesces and orders the date of the denial to be set at the next business day.",1936-02-03,1.0
2588,102589,102589,010combined,"In this case, the court argues that the portion of the loss due to the sale of 4,964) shares should be divided between the new stock and the old stock in proportion to the value of the class of stocks. The court disagrees with the commissioner's interpretation of the section relating to the basis for taxation. It is clear that the original regulation was not intended to apply to situations where the basis of the distribution was different from the base of the balance set forth in the revenue act. However, the Court finds that the amendment to the regulation did not retroactively affect the provisions under the Act.",1936-02-03,2.0
2589,9418872,102590,020lead,"Petitioner seeks relief from the state tax collectors because the board made an excessive assessment of railroad property. The court remands the case to the federal appeals court for reconsideration. The district judge finds no overassement for 1931 but refuses to find the real value of petitioners railroad property in that year. However, the court concludes that the board did not make reasonable weight to respondent's declining business and earnings during the period leading up to the 1933 assessment.",1936-02-03,1.0
2590,9418873,102590,040dissent,"The Court has ruled that the railroad tax is invalid because it is too high a price to compensate for the fact that petitioner owns so much of the railroad system in North Dakota as is located there. The court also finds that the value of other property within the state does not exceed due process, and therefore cannot be based on unfair or excessive valuations. It furthermore dismisses the claim that the board's evaluation of the entire railway system was too high without showing that this assessment violates due process. This decision is especially important because it makes it impossible for the court to deny an unequal portion of the burden caused by a tax.",1936-02-03,1.0
2592,102592,102592,010combined,"In this case, petitioner seeks annuity from the Administration of veterans' Affairs. The Director of Insurance rejects his claim because he was employed as a Field Departure United States Marshal from December 1695 to April 30 1902. The court reverses the decision and orders the district court to be held without jurisdiction since the Retirement Act is ""committing the adjudiction of claims under its solely to administration officers."" The Court also decides that it is not necessary for the federal government to bring suit on behalf of pensions or other forms of compensation; rather, the Federalist Papers argue that such suits are within the authority of the Pension Act. It states that the commissioner shall make rules and regulation for carrying the Act into effect. Although the Constitution does not explicitly forbid employees from asserting their rights in the courts, the government contends that these restrictions are implied from the provisions contained in the retirement act. Thus, the only remedy available to the national government is to appeal to the office of the commissioner.",1936-02-03,1.0
2593,102593,102593,010combined,"This case is a federal class action against the state of California for breach of the safety Appliance Act. The state appeals to the Ninth Court, which has jurisdiction over all civil matters, to set aside its judgment for the government. In order to determine whether a transportation company is ""a common carrier,"" it must first be determined whether it is engaged as a public or private entity. If the state does not conduct its railroad in either public or privately-operated capacity, then the national government cannot deny the authority to regulate commerce; otherwise, the state can only deny that power if Congress grants it to him. However, even if the state acts in private or publicly-owned capacity, there is no reason why the state should not be allowed to act in this way.",1936-02-03,2.0
2594,102594,102594,010combined,"The Supreme Court has ruled that certain provisions of the Louisiana building and loan Associations Act No.140, which were passed on July 12, 19,32, violate Article I, Chapter 10, and Section 1 of the Federal constitution. It is decided that the statute impairing members' right to withdraw from the association does not interfere with the contract rights of the stockholders who are entitled to withdraw. The court also decides that the sections dealing with loans and investments do not deal with the liquidation or distribution of the association's assets.",1936-02-03,1.0
2595,102597,102597,010combined,"In this case, the Court argues that a ""equity-receivership"" is not an equal to a bankruptcy receivership. It is simply a way for a company to wind up its business without giving up all its valuable assets. The court interprets the terms of the statute as meaningless and does not make any reference to the concept of an ""equality receivership.""",1936-02-03,2.0
2596,102626,102626,010combined,"In this case, the petitioner is unable to deduct expenses for 1924 because the company uses the proceeds to pay off certain bonds. However, the court argues that the company should be allowed to decoupage the cost of the purchase and sale of new bonds as long as the original contracts are not redeemed. The court furthermore explains that if the company retires some of its old bonds at an unequal price, the amount of the reduction in the price is a tax deductible expense.",1936-03-16,2.0
2598,102630,102630,010combined,"In this case, the Minnesota court is unable to make an order for an assessment of the shares of stocks of a sota company. The Colorado court does not have the authority to make such an order; rather, it is merely a matter of binding law.",1936-03-30,1.0
2599,102631,102631,010combined,"In this brief, the Court explains that the Bank of Pittsburgh Pooled Real Estate mortgages were held in a separate pool. The bank issued certificates to customers and collected interest on them as agreed. However, because many debters faulted and failed to pay, the bank was unable to collect the money. The Orphan's Court appointed Thomas, Atwood and respondent Bradford as receivers for the mortgages but did not allow him to participate in the distribution of the funds. The court granted relief from the district court by removing the claim from the original bill. The plaintiff AveryJ. Bradford is a member of the bank and a participant in the payment of the outstanding mortgages. He does not seek an adjudication of his rights under the terms of the promissory note. The case is settled without any further delay.",1936-03-30,1.0
2603,102598,102598,010combined,"

  Mr. Justice Cardozo
 

  delivered the opinion of the Court.
 

  The controversy here, as in
  
   Duparquet Huot & Moneuse Co.
  
  v.
  
   Evans,
  
  decided at the same time,
  
   ante,
  
  p. 216, is one as to the meaning of the words “equity receiverships” in the statute for the reorganization of debtor corporations. Bankruptcy Act, § 77 B (a); 11 U. S. C., § 207 (a).
 

  A mortgagee brought suit against Granada Hotel Corporation in the Superior Court of Cook County, Illinois, to foreclose a second mortgage upon real property of the corporation located in that state. A receiver was appointed to collect the rents and profits. Thereafter a-prior mortgagee, the trustee under a deed of trust' to
   
   *226
   
  secure an issue of bonds, brought suit to foreclose the prior mortgage, and in accordance with the law of Illinois laid claim to the possession of the property as owner after condition broken. In response to.,that claim the state-court made an order discharging the receiver, and directing that the prior mortgagee be let into possession.
 

  While possession was so hele], respondents brought a proceeding under Bankruptcy -Act, § 77 B, contending that the possession of the mortgagee was that of an equity receiver or' at least equivalent thereto. The District Court upheld that contention, denying a motion by petitioners, who had intervened in the proceeding, to dismiss the application, 9 F. Supp. 909; and the Court of Appeals for the Seventh Circuit affirmed. 78 F. (2d) 409. A writ of certiorari issued from this court.
 

  An equity receivership within the meaning of the statute does not result from the appointment of a receiver for the .collection of the rents in a suit to foreclose a mortgage.
  
   Duparquet Huot & Moneuse Co.
  
  v.
  
   Evans, supra.
  
  But here there was no receiver either for the collection of rents or for any other purpose. A mortgagee after.condition broken under the law of Illinois is the owner of a legal estate, and as such entitled as of right to the possession of-the mortgaged premises.
  
   Wolkenstein
  
  v.
  
   Slonim,
  
  355 Ill. 306; 189 N. E. 312. The grantee under the deed .of trust was in possession not as receiver, but as owner.
 

  The decree should be reversed, and it is so ordered.
 


   Reversed.
  


  Mr. Justice Van Devanter took no part in the consideration or decision of this case.
 
",1936-02-03,2.0
2604,102599,102599,010combined,"In this case, Brown argues that the plaintiff's payment of preference to another creditor would not have been sufficient to pay the entire debtor's claim in bankruptcy. Instead, Brown contends that the payment should be proportionate to the amount of the debt that the creditor owes. If the debtor were to make a payment on his account and then distribute the proceeds among his creditors, it would result in a greater portion of the crediter's debt being paid than other creditors. Brown also dismisses the notion that Congress intends to ignore the actual result of the payment by imposing a predeterminative rule regarding how much each creditor will receive.",1936-02-10,1.0
2606,102601,102601,010combined,"In this case, the nine publisher of newspapers in Louisiana bring a lawsuit against the legislature for levying a two-percent tax on all persons engaged in selling or making any charges for advertising or for publishing. The suit is brought by nine publishers who publish thirteen newspapers and each has a circulation greater than 20,000copies per week. The court finds that there are four daily newspapers with a higher circulation than those published byappellees; however, the lower court concludes that only three other daily newspapers have more than 30,000 copies per week which are competing with those owned by appelleers both as to circulation and as to advertisement. The law requires everyone subjectto the tax to report a ""sworn report"" every three months detailing the amount and gross receipts collected from the business mentioned in Act No. 23. The bill does not exceed $3,000 because it was written under the Constitution's due process clause. However, the Supreme Court rejects the claim that the act violates the First Amendment's guarantee of freedom of speech nor of the press: ""The word liberty contained in that constitution embraces not just the right of being free from physically restrained, but the rights to be free at the enjoyment of everything his faculties also well.""",1936-02-10,1.0
2607,9418874,102602,020lead,"In this second case, the Court remandes the case and dismisses the bill. The court finds that there was a reasonable basis for the claim that the price of milk should not be fixed because it is unfair to the independent milk sellers who do not have well-known trade names. The district court concludes that the law does not violate the Constitution's guarantee of equality of treatment.",1936-02-10,2.0
2608,9418875,102602,040dissent,"
Mr. Justice McReynolds,
dissenting.
Mr. Justice Van Devanter, Mr. .Justice Sutherland, Mr. Justice Butler and I think the challenged judgment should be reversed.
In Nebbia v. New York, 291 U. S. 502, 539, we stated reasons in support of the conclusion that the New York Milk Control Act of 1933 infringed the due process clause. We adhere to what we there said.
The present cause raises a distinct, although subordinate, question. Assuming that the general price fixing provisions of the Control Act are valid, do the provisions *265which permit other dealers to sell below the minimum price prescribed for appellant deprive it of the equal protection of the laws? The answer should be in the affirmative.
Rational classification, based on substantial differences, is within legislative power. An act which permits dealer. A to sell at less than the price fixed for dealer B obviously denies equality; and in the absence of some adequate reason for different treatment, the enactment' is invalid.
Here appellant differs from favored dealers only in that it possesses a well- advertised brand, while they do not. And solely because of that fact, the-Legislature undertook to handicap it and thus enable others profitably to share the trade. There is no question of unfair trade practices or monopoly.
By fair advertisement' and commendable service, appellant acquired the public’s good will. The purpose is to deprive it of' the right to benefit .by this and thereby aid competitors to secure the business. This is grossly arbitrary and oppressive. ■
To support the legislation, it is said the Legislature believed that a fixed minimum price to stores would not preserve the existing economic method of attaining equality of- opportunity. Apparently, this means that a dealer, who through merit has acquired a good reputation, can be deprived of the consequent benefit in order that another may trade successfully. Thus the statute destroys equality' of opportunity — puts appellant at a disadvantage because of merit.
Merely-because on a given date there were differences in prices under open competition, offers no rational'reason for legislation abolishing competition and perpetuating such differences. The status existing under competitive conditions certainly is not preserved by destroying competition. Formerly, appellant' had the right to adjust prices to meet trade exigencies and thus protect itself *266from loss of business. Now it must stand helpless while adversaries take possession of the field. It may suffer utter ruin solely because of good reputation, honestly acquired.
",1936-02-10,1.0
2609,102604,102604,010combined,"In this paper, the court argues that state officials torture and imprison innocent people in order to convict them of murder. The trial is held on April 6, 1934. Although there is no evidence against them, the confessions are not sufficient to convince the jury that they are true. On appeal to the Supreme Court, the defendants allege that the charges were made by coercement and brutality. They also bring forward a motion for their exclusion from the trial. The Supreme Court dismisses the motion because it does not violate the due process Clause of the Constitution. However, the case is still based on the testimony of three witnesses who testify as to how the whipping was conducted.",1936-02-17,2.0
2610,9418878,102605,020lead,"In this case, plaintiffs seek a declaratory decree to invalidate the contract between the TVA and the Alabama power company. The court finds that the contract violates the constitutional authority of the government to dispose of electricity generated at Wilson Dam. However, the court does not deny their request for relief by cross appeal. Instead, it dismisses the suit as short-lived.",1936-02-17,2.0
2611,9418879,102605,030concurrence,"In this paper, Justice Brandeis argues that the Constitution's provisions for public utility corporations to sell their lines and property without approval of the P.S. or other state agency are not sufficient grounds for a declaration that an act of congress is invalid. The Court dismisses the claim in favor of constitutionality because it does not address the question of whether the contract was ""ultra vires"" or ""unconstitutional."" It also rejects the charge that the company did not have enough money to pay back its debts. Although the Company had agreed to buy some of Wilson Dam's property from the TVA, the court finds that the contract violated the constitution by making it impossible for the company to dispose of power legally.",1936-02-17,2.0
